CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE
41313211,AFRICAN AMERICAN BEST FOOD,MANHATTAN,410,LENOX AVENUE,10037,African,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,65,
41722632,CAFE HABANA/CAFE HABANA TO GO,MANHATTAN,17,PRINCE STREET,10012,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,20,
40728711,BURGER KING,QUEENS,9202,ATLANTIC AVENUE,11416,Hamburgers,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,89,
50046380,PATE LACAYE BAKERY,QUEENS,22924,LINDEN BLVD,11411,Bakery,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,41,
50007971,EL PITALLITO RESTAURANT,MANHATTAN,3854,BROADWAY,10032,Spanish,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,43,
50015315,MY PIZZERIA,STATEN ISLAND,755,TARGEE ST,10304,Pizza/Italian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,50,
50004556,GRAN FAMILIA MEXICANA RESTAURANT,BROOKLYN,117,AVENUE U,11223,Mexican,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,16,
41472922,RICE & BEANS RESTAURANT,MANHATTAN,744,9 AVENUE,10019,Brazilian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,39,
41612697,THE LOUISE/SALOON,MANHATTAN,1584,YORK AVENUE,10028,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04F,"Food, food preparation area, food storage area, area used by employees or patrons, contaminated by sewage or liquid waste.",Critical,47,
41656155,GREAT WALL NO 1 KITCHEN,BROOKLYN,954,MANHATTAN AVENUE,11222,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,53,
50040196,FLAME,MANHATTAN,100,W 82ND ST,10024,Japanese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,35,
50037060,LA CASA DEL SABOR,BRONX,2728,E TREMONT AVE,10461,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment re-closed by DOHMH,04M,Live roaches present in facility's food and/or non-food areas.,Critical,5,
50044413,LEILANY'S BAKERY,QUEENS,11402,JAMAICA AVE,11418,Bakery,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,37,
41625040,KENNEDY FRIED CHICKEN,BROOKLYN,4102,AVENUE D,11203,Chicken,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,20,
41722121,EAST BUFFET & RESTAURANT,QUEENS,4207,MAIN STREET,11355,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,35,
40547874,ALIBI CLUB,BROOKLYN,242,DEKALB AVENUE,11205,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,46,
50015395,LAN LARB SOHO,MANHATTAN,227,CENTRE ST,10013,Thai,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,58,
40546676,METROPOLITAN FOOD CAFE OF BROOKLYN COLLEGE,BROOKLYN,2900,BEDFORD AVENUE,11210,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,43,
50039510,KETSIE GROCERY,BRONX,865-869,E 149TH ST,10455,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,96,
40398642,LA LECHONERA CRIOLLA,BRONX,1709,WEBSTER AVENUE,10457,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,
41547298,FRAUNCES TAVERN,MANHATTAN,54,PEARL STREET,10004,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,85,
40895206,BLIMPIE,MANHATTAN,1928,3 AVENUE,10029,Sandwiches,Establishment re-closed by DOHMH,04M,Live roaches present in facility's food and/or non-food areas.,Critical,11,
40705325,G.P. DINER,QUEENS,11803,LIBERTY AVENUE,11419,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,52,
41297769,BROTHERS FISH MARKET,MANHATTAN,3845,BROADWAY,10032,Seafood,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,79,
41492204,CORCHO WINE ROOM,MANHATTAN,227,DYCKMAN STREET,10034,"Bottled beverages, including water, sodas, juices, etc.",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,33,
50018952,NORTHSIDE BAKERY,BROOKLYN,190,NASSAU AVE,11222,Polish,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,62,
50013306,GREENPOINT DELI,QUEENS,3124,GREENPOINT AVE,11101,Delicatessen,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,65,
40537963,NEW RUAN'S RESTAURANT,BROOKLYN,1955,86 STREET,11214,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,39,
50014844,BLOSSOM DU JOUR,MANHATTAN,449,AMSTERDAM AVE,10024,Vegetarian,Establishment re-closed by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,
40681411,JOE'S SHANGHAI RESTAURANT,MANHATTAN,24,WEST   56 STREET,10019,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,70,
41452652,CRAVE,QUEENS,2855,36 STREET,11103,Greek,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,48,
41547298,FRAUNCES TAVERN,MANHATTAN,54,PEARL STREET,10004,American,Establishment re-closed by DOHMH,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,25,
50001790,SWEETGREEN,MANHATTAN,1164,BROADWAY,10001,Salads,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,47,
41697275,SALSA CON FUEGO,BRONX,2297,CEDAR AVENUE,10468,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,32,
50017455,NEST RESTAURANT & BAR,QUEENS,12517,101ST AVE,11419,Caribbean,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,46,
40759930,BELLA NAPOLI,BRONX,524,EAST  240 STREET,10470,Pizza,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,14,
41704465,KING HOUSE,QUEENS,10870,ROOSEVELT AVENUE,11368,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,32,
50050371,BLUE BOTTLE COFFEE,BROOKLYN,160,BERRY ST,11249,Caf̩/Coffee/Tea,Establishment re-closed by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,
